date,query,user,label,tweet
"Oct 19, 2023 · 6:00 PM UTC",#standwithpalestine,@sahouraxo,1,"Wow!  Paris roars with a massive pro-Palestine protest right now, with people chanting in unison:  “Nous sommes tous des Palestiniens!” (We are all Palestinians!)  This in defiance of Macron’s ban on pro-Palestinian demonstrations.  Thank you France 🇫🇷 🇵🇸"
"Oct 13, 2023 · 9:23 PM UTC",#hamasattack,@Visist18,1,"Israeli military found bodies of missing Israelis, which were taken back to Israel, during raids on the Gaza Strip. #hamasattack #Israel"
"Oct 20, 2023 · 6:57 PM UTC",#indiastandswithisrael,@SumitKarn108,,Congratulations Team #Australia on Beating #Pakistan Terrorist Organisation #AUSvsPAK #IndiaWithIsrael #IndiaStandsWithIsrael
"Oct 22, 2023 · 11:47 PM UTC",#standwithisrael,@martinmike78,0,#StandWithIsrael
"Oct 8, 2023 · 6:27 PM UTC",#indiastandswithpalestine,@niazi_arifkhan,1,#IndiaWithIsrael or #IndiaStandsWithPalestine ??? #India
"Oct 10, 2023 · 11:59 PM UTC",#freepalestine,@kukangracing,2,#FreePalestine #PalestineUnderAttack #FreePalastine Here! 👇
"Oct 16, 2023 · 11:35 PM UTC",#standwithisrael,@hebrewbyinbal,1,We always have a choice. I salute his choice as much as I fear what is to come if the world does not wake up.  #educateyourself #choosegood #choosepeace #coexist #coexistence #cnn #israel #standwithisrael https://www.instagram.com/reel/CyeQ9DLP68g/?igshid=MTc4MmM1YmI2Ng==
"Oct 21, 2023 · 11:59 PM UTC",#palestine,@ejlaluna,1,#NoComment #Egypt #Palestine #PalestineSolidarityMarch
"Oct 9, 2023 · 11:56 PM UTC",#israelpalestinewar,@MorisetteJimmy,1,On the cusp of a peace deal in 1995.  The assassination of Yitzhak Rabin: ‘He never knew it was one of his people who shot him in the back’  https://www.theguardian.com/world/2020/oct/31/assassination-yitzhak-rabin-never-knew-his-people-shot-him-in-back #IsraelPalestineWar
"Oct 13, 2023 · 11:52 PM UTC",#israelunderattack,@Habib326880,1,#Gazagenocide #IsraelPalestineConflict #IsraelUnderAttack #IsraeliWarCrimes
"Oct 23, 2023 · 2:34 PM UTC",#isupportpalestine,@suru247277,2,#ISupportPalestine #FreePalestine #isrealterrorists
"Oct 15, 2023 · 10:57 PM UTC",#standwithisrael,@Joelmpetlin,0,"Everyone in Monsey. NY knows that Gregory Smith is the best mailman in the country.  He proves it to everyone on his route, every single day.  #StandWithIsrael"
"Oct 7, 2023 · 11:56 PM UTC",#israelunderattack,@grace_persian,0,💔🥀😢 #Noa #ShaniLouk #Israel #HamasTerrorists #Terrorists #Gaza #IraniansStandWithIsrael @JosepBorrellF @ABaerbock @EUCouncil #Israel #IRGCterrorists #IsraelUnderAttack #IraniansStandWithIsrael
"Oct 8, 2023 · 11:58 PM UTC",#freepalestine,@youandthewoes,2,"Killed, harassed in their own land for years upon years. If you actually think this is a trend& care about what worthless people stand with you are apart of the problem. #FREEPALESTINE 🇵🇸 Pray these people finally live a day of peace in their lives Ameen🤲🏻"
"Oct 20, 2023 · 11:58 PM UTC",#freepalestine,@Ygliaaa,2,#ISIS_is_ISRAEL #FreePalestine #IsraelTerorrist #StopGazaGenocide
"Oct 20, 2023 · 11:59 PM UTC",#israel,@OB9,1,Check out JustAsitis's video! #TikTok https://www.tiktok.com/t/ZT8keTpKA/ #Palaestine #Israel
"Oct 9, 2023 · 9:28 PM UTC",#indiaiswithisrael,@Sam18599736,0,#indiaiswithisrael #Israel #solidaritywithisrael #IsraelPalestineWar #Israel_under_attack
"Oct 21, 2023 · 11:23 PM UTC",#standwithisrael,@billabt,0,#StandWithIsrael
"Oct 8, 2023 · 8:10 AM UTC",#indiaiswithisrael,@devreddyind,0,We indians(Hindus) are always with  Israel.#IndiaIsWithIsrael
"Oct 8, 2023 · 11:57 PM UTC",#israelunderattack,@FrankPMyers,0,A doctor who supports #PalestinianTerrorists for their murder and rape. I hope her patients know who she is now. #IsraelUnderAttack
"Oct 9, 2023 · 10:39 PM UTC",#standwithpalestine,@Kaa_Aziz88,2,#standwithPalestine
"Oct 13, 2023 · 11:10 PM UTC",#standwithpalestine,@NAGZafarani,2,Fueling  mass punishment on Palestinians in Gaza through false allegations of Hamas beheading babies without any evidence or a single photo. @POTUS Palestinians blood in Gaza is on your hand for endorsing Israeli allegations with no proof. #Gazagenocide #StandWithPalestine
"Oct 16, 2023 · 1:51 PM UTC",#indiastandswithpalestine,@yousaf_mirza1,1,Outpouring support for #Israel by the online #Indian right-wing/ #nationalist/ #Hindutva ecosystem. Most pro-Israel statements on various social media platforms find wide amplification and support from Indian accounts.  #PalestineLivesMatter #GazaCity #indiastandswithpalestine
"Oct 13, 2023 · 10:36 PM UTC",#hamasterrorists,@pranavapatil,2,"#Palestine can only be reality when they are represented by sensible & responsible #leadership.  #Palestinian are buried in anger/revenge, so they chose #HamasTerrorists as their Govt which attacks #Israel, causing #Israel for more retaliation & suffering for #Palestinian."
"Oct 13, 2023 · 11:59 PM UTC",#israelpalestinewar,@Top1Rating,1,BREAKING: Hamas shakes the image of 'Mr. Security' of the Israeli Prime Minister #IsraelAttack #IsraelPalestineWar
"Oct 7, 2023 · 11:58 PM UTC",#israel,@amirzenofficial,1,Only property justly acquired can be justly possessed. #Israel
"Oct 9, 2023 · 11:13 PM UTC",#hamasattack,@TWINTIERS2,1,"Breaking News!!! Nearly 1,200 Deaths in Israel from Hamas Attacks #IsraelUnderAttack #IsraelUnderFire #IsraelPalestineWar #Israel #hamasattack #HamasTerrorists #HamasTerrorism #FoxNews #HamasMassacre"
"Oct 17, 2023 · 9:34 PM UTC",#stophamas,@radicalalert,0,Why haven’t you corrected your earlier tweet now that we have video evidence it was a Hamas rocket? #StopHamas
"Oct 26, 2023 · 11:14 PM UTC",#israelpalestinewar,@UrbanMysticDee,1,"Former Israeli soldier says putting #Gaza under siege and bombing civilians won't be able to defeat #Hamas, it will only radicalize more people. #IsraelPalestineWar #Israel #Palestine #Gazabombing #GazaWar"
"Oct 12, 2023 · 11:40 PM UTC",#standwithisrael,@LatAmDC,0,Moral clarity! #StopTerrorism #StopGenocide #StandWithIsrael
"Oct 25, 2023 · 2:18 PM UTC",#isupportisrael,@edmond_sokol,0,"AMEN!!!  ISRAEL, THE WORLD, AND EVEN GAZA WILL BE A BETTER PLACE WHEN HAMAS SAVAGES ARE DESTROYED ONCE AND FOR ALL 🇮🇱  #ISupportIsrael 🇮🇱 #HamasisISIS"
"Oct 7, 2023 · 6:03 PM UTC",#isupportpalestine,@UnaishaKhalid,2,#IStandWithPalestine #palestine #isupportpalestine #PalestineResists
"Oct 8, 2023 · 8:24 AM UTC",#indiaiswithisrael,@Iamadvomani,0,#IndiaIsWithIsrael 🇮🇳🇮🇱
"Oct 21, 2023 · 11:28 PM UTC",#standwithisrael,@ToddBrody,0,Don't just read the tweet.  Read the article.  It's important to understand the depravity of Hamas and why Israel cannot allow them to continue to exist.  #StandWithIsrael
"Oct 8, 2023 · 11:03 PM UTC",#standwithpalestine,@KmKm99770572,0,Wake up America and World if #StandWithIsrael you support with #EthnicCleansing and #Genocide #GenocideinGaza the #Zionism #Zionists of Israel are Nazis.  #PalestinianLivesMatter #standwithPalestine Don't send money to Israel the US Government is under control of Zionist
"Oct 19, 2023 · 9:41 PM UTC",#indiastandswithisrael,@surajguha,0,#IndiaStandsWithIsrael
"Oct 12, 2023 · 8:28 PM UTC",#indiastandswithisrael,@towards_story,0,#IndiaStandsWithIsrael #IsraelUnderAttack https://www.theguardian.com/world/2023/oct/11/it-was-a-pogrom-beeri-survivors-horrific-attack-hamas-terrorists?CMP=Share_AndroidApp_Other
"Oct 21, 2023 · 6:27 PM UTC",#indiastandswithisrael,@pallavict,0,🙏🙏  #IndiaStandsWithIsrael
"Oct 15, 2023 · 11:59 PM UTC",#palestine,@bahlool11,2,Free Palestine 🇵🇸🤲🏻#palestine https://youtube.com/shorts/aeUmVXceNZc?si=s_IZNfxas24s2Jsr via @YouTube
"Oct 17, 2023 · 11:59 PM UTC",#palestine,@Gandi2099,1,You’re forgetting about the other half of  #Palestine the West Bank which is Occupied by Israel in violation of International Law Israel Apologists only want speak about Gaza which Israel “withdrew” from Israel controls borders airspace and coastline of Gaza since 2005
"Oct 9, 2023 · 11:47 PM UTC",#standwithpalestine,@OrinJericho,2,"Hey Joe Biden, can we kill any jew  anywhere including babies since the idf targets civilians? You know what you did.  #FreePalestine #israeliTerrorism #israeliApartheid Gaza Hamas Netanyahu Genocidin with Biden #BLM #StandWithPalestine"
"Oct 12, 2023 · 11:08 PM UTC",#hamasattack,@ani_digital,1,"X removes hundreds of Hamas-affiliated accounts, saying ""no place"" for terrorist organisations  Read @ANI Story | https://aninews.in/news/world/us/x-removes-hundreds-of-hamas-affiliated-accounts-saying-no-place-for-terrorist-organisations20231013041908/ #hamasattack #IsraelHamasWar #Israel #Hamas"
"Oct 14, 2023 · 10:07 PM UTC",#isupportisrael,@freelancer049,0,Why did Gaza first attack against Israel.. So… do not openly support terrorism.. Because terrorism has no religion and human rights.....  #ISupportIsrael
"Oct 26, 2023 · 3:42 PM UTC",#stopisrael,@OnurTheOne,2,#StopGazaGenocide #StopIsrael
"Oct 19, 2023 · 11:50 PM UTC",#hamasterrorists,@Becca_JoyH,0,"@RepRashida Am watching Hamas commit genocide, killing babies & whole families, & still see you defending Hamas terrorists. Are you antisemitic because you are Muslim Pakistani American or for a different reason? We will not forget YOUR words & actions! #HamasTerrorists"
"Oct 14, 2023 · 11:57 PM UTC",#palestine,@nro_katy,2,#free #FreePalaestine #FreeGaza #Palestine #IStandWithPalestine
"Oct 12, 2023 · 11:23 PM UTC",#standwithisrael,@SalmanSima,0,"Daniel Bordman makes good points in support of Israel. Do not let Terrorists use your humanity against you. It is time for action and we need physical courage, moral courage and intellectual courage to #StandWithIsrael. Thank you @Ranting4Canada for bringing people together."
"Oct 25, 2023 · 7:10 PM UTC",#indiastandswithisrael,@omkara231,0,World's most populated country #IndiaStandsWithIsrael
"Oct 15, 2023 · 11:12 PM UTC",#israelunderattack,@mario_chaos,1,"Breaking: ""Ezekiel 38 is upon us!! https://piped.video/live/D0lfoyso7pM?si=joVqaU8pvOCUsort via @YouTube #IsraelPalestineConflict #GazaCity #IsraelUnderAttack #Gaza_under_attack #Egypt #Jordania #Iran #UkraineRussiaWar️ #China #USA #AFGvsENG #ENGvsAFG"
"Oct 11, 2023 · 11:55 PM UTC",#freepalestine,@minevermore,2,"Its always #FreePalestine all the way, now and forever. Palestinians have always been the oppressed"
"Oct 8, 2023 · 11:51 PM UTC",#israelpalestinewar,@Threadneedle99,1,US oil up 5% as market opens early Sunday evening.   $QQQ #Gaza $SPY #Israel #IsraelPalestineWar
"Oct 19, 2023 · 8:15 PM UTC",#hamasattack,@RON1NSenju,1,"🇵🇸🇮🇱 This is one of the oldest churches in Christendom 🤬 if true, this is 1 way of getting more & more Catholics/orthodox anti Israel…  #Israel #IsraelAttack #IsraelPalestineWar #Gaza #GazaUnderAttack #Hamas #HamasAttack #Palestine #PalestineGenocide #PalestineForever #PalestineWillBeFree"
"Oct 19, 2023 · 10:30 PM UTC",#israelunderattack,@SunnyDa98506775,1,Give it for @BustaRhymes he did a Prophecy on E.L.E. 2 Track .  #BustaRhymes is among the  gods in Rap... Oversee by 1 GOD.  #ThrowbackThursdays  Now it's #IsraelPalestineWar #IsrealPalestineconflict #Israelunderattack
"Oct 7, 2023 · 11:02 PM UTC",#indiastandswithisrael,@ssaahebup85,0,"@eoiberlin  how will u handle this mam,ur citizen,naked parade after killing her,what was her fault? either tell the society or they are coming to u ,me ,ur daughter and mine , thats why #IStandWithIsrael #Israel #IsraelUnderAttack #IndiaStandsWithIsrael #IndiaStandWithIsrael 3"
"Oct 14, 2023 · 11:59 PM UTC",#freepalestine,@kabelSambungan,2,London  #FreeGaza #FreePalestine
"Oct 26, 2023 · 5:16 PM UTC",#indiastandswithisrael,@OsintUpdates,1,🚨 Pakistani forces using Mortars & machine guns to attack Indian positions.
"Oct 9, 2023 · 11:34 PM UTC",#hamasattack,@maybalilcontext,2,Just-In🚨 French police fired tear gas at protesters at an unauthorized rally in support of Palestine  #Israel #Gaza #طوفان_الأقصى #طوفان_القدس #حماس_الإرهابية #hamasattack #IstandWithPalestine #IsraelPalestineWar #Lebanon #غزة_تحت_القصف
"Oct 25, 2023 · 11:56 PM UTC",#freepalestine,@narae8895,2,Well done for supporting the genocide 🙄 #IsraelCuak #FreePalestine #GazaUnderAttack #IsraeliTerrorism
"Oct 21, 2023 · 11:28 PM UTC",#israelunderattack,@IntConfused,1,https://nitter.perennialte.ch/JustLuai/status/1715658568592941329/video/1  Lets talk Data series - People have now started calling out these Hamas supporters who shed crocodile 🐊 tears on the bombing of Gaza.  Hamas wants the destruction of Israel 🇮🇱 and Palestine public needs to stop supporting them.   #IsraelUnderAttack #PalestinianTerrorists #Hamas #Israel #Hamas #Palestine #IronDome #Gaza #TelAviv #فلسطين_الان #غزة_الآن
"Oct 10, 2023 · 11:51 PM UTC",#israelpalestinewar,@manyambizo,1,#BREAKINGNEWS:  Good news!  Shani Louk's mother says her daughter is alive. She called from a hospital in #Gaza.   She was speaking to WSJ a short while ago.  #Israel #IsraelPalestineWar #HamasMassacre #PalestineUnderAttack #GazaUnderAttack #HamasTerrorism #GazaUnderAttack #HamasTerrorists #Palestine
"Oct 20, 2023 · 12:53 PM UTC",#stophamas,@galilea108108,0,"Too bad Hamas doesn’t care about you. All you need to do is release the hostages, and maybe also not massacre civilians. I wonder how much more of your children’s death you’ll accept for you Jihad war? #StopHamas #HamasisISIS"
"Oct 9, 2023 · 2:03 PM UTC",#stopisrael,@tayfungurol,2,#GazaUnderAttack #FreePalastine #StopIsrael
"Oct 13, 2023 · 3:21 PM UTC",#stophamas,@FloridiAnne,0,#StopHamas #StandWithIsrael
"Oct 19, 2023 · 11:59 PM UTC",#israel,@raisinadialogue,1,"Even if there’s a ground invasion by #Israel into #Gaza and an extended conflict, the impact on #energy prices and the resultant #OPEC response would depend on the scale and reach that the #conflict takes, writes @manishvaidcapri https://or-f.org/130243"
"Oct 10, 2023 · 9:04 PM UTC",#indiastandswithisrael,@PuneetDuaBJP,0,#HamasTerrorism #IndiaWithIsrael #IndiaStandsWithIsrael @MOSSADil @Dr_RizwanAhmed @netanyahu #iloveIsrael
"Oct 11, 2023 · 11:57 PM UTC",#israel,@HasbaraExposed,2,"In the last hour, 51 dead and 281 wounded in the bombardment of Sabra, Al-Zaytoun, Al-Nafaq, and Tel Al-Hawa due to heavy shelling by Israeli Forces.  Source: Gaza's Palestinian Health Ministry  #HasbaraCrimes #FreeGaza #FreePalastine #Israel #Hamas"
"Oct 15, 2023 · 10:30 PM UTC",#hamasterrorists,@Sami50390676,1,"Just a question, when #HamasTerrorists are dying if they say ""ashhado an la ilaha elallah"" they go to heaven regardless of what sin they have done?!🤔 So you can fool the God just by saying that?😏🤦‍♂️"
"Oct 24, 2023 · 11:58 PM UTC",#israel,@Stphani27713364,,“The Israeli government…openly declared their intention to commit a war crime.” MP Richard Boyd Barrett addresses Israel’s recent attacks on Palestine during a session of the lower house of the Irish parliament #Palestine #Gaza #Israel #RichardBoydBarrett https://www.tiktok.com/@trtworld/video/7289120390390041861?_r=1&_t=8gex7ZCy1xS
"Oct 9, 2023 · 11:53 PM UTC",#freepalestine,@ani5a101,2,#FreePalestine !!!!!!
"Oct 22, 2023 · 9:13 AM UTC",#stophamas,@HananyaNaftali,,"PARIS: Anti-Semites targeted an 80-year-old Jewish couple, setting on fire the entrance of their house during the night.  Jewish people are starting to remove Mezuzahs and other Jewish symbols. They are not safe in Europe. Please don't be indifferent 💔 #Antisemitism"
"Oct 13, 2023 · 10:30 PM UTC",#standwithpalestine,@maro_z10,2,"#WarCrimes #WarCrimesinGaza #GenocideinGaza #IsraelPalestineWar #StandWithPalestine #zionist_worst_than_nazis  Inhumane behaviour. PIGS. Armless Children, women, fathers and mothers trying to get to safety that you told them to do then you kill them in Cold blood. COWARDS!!"
"Oct 7, 2023 · 11:22 PM UTC",#hamasattack,@chanderjangra,0,"For the past 15 hours, Israel has been at war with Hamas terrorists who murdered more than 200 Israelis and injured another 900. #IsraelUnderAttack #Palestine #Hamas #hamasattack #RocketAttack #Gaza #GazaUnderAttack #Iran #Israel"
"Oct 11, 2023 · 6:37 PM UTC",#isupportpalestine,@Muhammad447344,2,#NewProfilePic #Changeprofilepic #we_are_All_One_Ummah #isupportpalestine #pleasesupportpalestine
"Oct 10, 2023 · 11:35 PM UTC",#standwithisrael,@RightSideUp2023,0,More LIBERAL VOMIT.  It's time for those who support Israel to deploy their own rallies.  #SupportIsrael #StandwithIsrael #GodBlessIsrael #JesusLovesHisPeopleIsrael  Campus Anti-Semites Plot ‘Day Of Resistance’ In Support Of Hamas | The Daily Wire https://www.dailywire.com/news/campus-anti-semites-plot-day-of-resistance-in-support-of-hamas
"Oct 23, 2023 · 2:17 PM UTC",#israelunderattack,@MithilaWaala,1,"#HamasTerrorists destroying a Baptist Church in #Gaza city and kicking the statue of Jesus , is this their fight to reclaim their land or is it Jihad against every other religion in this world , ask yourselves !!  #HamasWarCrimes #GazaChurch #HamasISIS #IsraelUnderAttack #IsraelFightsBack #Israel #Palestine #Gaza #JihadAgainstJews #Jewsunderattack"
"Oct 12, 2023 · 11:19 PM UTC",#standwithisrael,@RAOYOUSAFFAISAL,0,#StandWithIsrael
"Oct 20, 2023 · 11:29 AM UTC",#indiastandswithpalestine,@Syed_1109084,2,India Stand With Palestine #PalestinianGenocide #IsraelAttack #IsraelTerorrist #Gaza #IndiaStandswithPalestine
